policy,threshold,accuracy,balanced_accuracy,precision,recall,f1,roc_auc,pr_auc
default_0.50,0.5,0.8839071257005604,0.6935859823022293,0.7545454545454545,0.4129353233830846,0.5337620578778135,0.8321560138240096,0.6287503646652436
best_f1,0.42000000000000004,0.8855084067253803,0.7367599027761953,0.6933333333333334,0.5174129353233831,0.5925925925925926,0.8321560138240096,0.6287503646652436
recall_floor_0.60,0.32,0.8622898318654924,0.7571018951046296,0.568075117370892,0.6019900497512438,0.5845410628019324,0.8321560138240096,0.6287503646652436
